,Title,Year Published,Min Players,Max Players,Best Players,Play Time,Age,Complexity,Designers,Artists,Publishers,Categories,Mechanisms
6554,Real Action Stockcar Championship,(1998),1,20,3,"[90, 90]",10,2.75,"[Nile Christian, Curtis Cooper, Brady Cooper]",[],[Real Action Games],"[Dice, Racing]",[]
6555,Cha dango,(2015),2,6,4–6,"[15, 25]",5,1.00,"[Jason Lin, Frank Liu]","[Shin Lin, Maciej Szymanowicz, JOY WU]","[MO ZI Game, Nasza Księgarnia]","[Card Game, Children's Game, Print & Play, Puzzle]",[Pattern Recognition]
6556,Galactic Destiny,(2007),3,6,4,"[240, 240]",12,3.43,"[Jonathan Mauro, Elegwen O'Maoileoin, Richard Pulis, Wayne Pulis]","[Marcel Chenier, Tristan Noone, Richard Pulis, Wayne Pulis]",[Golden Laurel Entertainment],"[Card Game, Negotiation, Political, Science Fiction, Territory Building]","[Dice Rolling, Trading, Variable Player Powers, Voting]"
6557,Gods' Gambit,(2014),2,6,5,"[Time:, Time:]",––,1.58,[Seiji Kanai],[Kouji Ogata],"[Analog Games, Arclight, Japanime Games, Switch Games]","[Card Game, Fantasy]",[Hand Management]
6558,Marrakesh,(1978),2,2,2,"[45, 45]",––,2.00,[Joli Quentin Kansil],[],"[Das Spiel, Xanadu Leisure, Ltd.]","[Abstract Strategy, Card Game, Dice]","[Dice Rolling, Trick-taking]"
6559,Tri-Ba-Lance,(1995),2,3,3,"[10, 10]",10,1.50,[Michael Sohre],[(Uncredited)],"[Goliath B.V., Theta]",[Action / Dexterity],[]
6560,Schlacht am Buffet,(2011),3,6,6,"[30, 30]",8,1.67,[Martin Wallace],[Uli Stein],[KOSMOS],"[Animals, Card Game, Comic Book / Strip]",[Simultaneous Action Selection]
6561,Ben Hur,(1987),2,6,none,"[90, 90]",10,1.75,[Jean du Poël],[],"[Fagus, Historien Spiele Galerie (Historien Spielegalerie)]","[Ancient, Racing]",[]
6562,White Bear & Red Moon,(1975),1,3,2,"[90, 90]",––,3.22,[Greg Stafford],[Steve Swenston],[Chaosium],"[Fantasy, Wargame]","[Area Movement, Chit-Pull System, Dice Rolling, Variable Player Powers]"
6563,"Iwo Jima: Valor of Arms, 19 Feb. – 25 March 1945",(1983),1,1,1,"[240, 240]",12,2.82,"[Gary Gillette, David Rohde]","[Kristine L. Bartyzel, Larry Elmore]",[TSR],"[Wargame, World War II]",[Hex-and-Counter]
6564,Invasion of the Air-eaters,(1979),2,2,2,"[90, 90]",10,1.93,[Keith Gross],[Doug Potter],[Metagaming],"[Science Fiction, Wargame]",[Hex-and-Counter]
6565,Goblin's Breakfast,(2015),2,6,6,"[15, 15]",8,1.46,"[Rob Hicks, Aubrey Hicks, Matt Miller]",[Travis Hanson],"[(Web published), Midnight Campaign]","[Card Game, Fantasy]",[]
6566,Cunning Folk,(2015),2,4,none,"[3, 10]",8,1.00,"[Jay E. Treat, III]",[Fabrice Weiss],[Button Shy],"[Bluffing, Card Game, Deduction]","[Memory, Player Elimination, Press Your Luck, Secret Unit Deployment]"
6567,1815: The Waterloo Campaign,(1975),2,2,none,"[360, 360]",12,2.46,"[John Astell, Frank Chadwick]",[Rodger B. MacGowan],"[GDW Games, Kokusai-Tsushin Co., Ltd. (国際通信社)]","[Napoleonic, Wargame]",[Hex-and-Counter]
6568,Final Fantasy VIII: Triple Triad,(1999),2,2,2,"[5, 5]",10,1.80,[(Uncredited)],[Tetsuya Nomura],[Bandai (バンダイ)],"[Card Game, Number, Video Game Theme]","[Pattern Building, Tile Placement]"
6569,Trick or Treat,(2011),2,6,4,"[45, 45]",13,1.67,[Patrick Leder],"[Topher McCulloch, Daniel San Miguel]","[(Self-Published), Leder Games]","[Card Game, Print & Play]",[Set Collection]
6570,Schnapp,(1993),2,4,4,"[20, 20]",6,1.00,[Heinz Meister],[Doris Matthäus],[HABA - Habermaaß GmbH],"[Action / Dexterity, Children's Game]",[]
6571,Sergeants Miniatures Game: Red Devils,(2013),2,6,4,"[Time:, Time:]",10,3.25,"[Jeff Billings, Mike Billings]",[],[Lost Battalion Games],"[Miniatures, Wargame, World War II]","[Campaign / Battle Card Driven, Modular Board]"
6572,Colorado Midland,(2011),3,5,4–5,"[45, 45]",12,2.60,[David V. H. Peters],[],[Winsome Games],"[Economic, Trains]","[Co-operative Play, Route/Network Building]"
6573,Cat & Fish,(2008),2,4,4,"[60, 60]",––,2.67,[Donghoon Lee],[],[Visionary],"[Animals, Nautical]","[Point to Point Movement, Set Collection, Worker Placement]"
6574,Fluxx: The Board Game,(2013),2,4,3,"[30, 30]",8,1.89,[Andrew Looney],[Michael Hays],[Looney Labs],[Card Game],"[Grid Movement, Hand Management, Modular Board, Set Collection]"
6575,ROFL!,(2013),3,7,7,"[30, 45]",13,1.00,[John Kovalic],[John Kovalic],"[Cryptozoic Entertainment, Renegade Game Studios]",[Party Game],[]
6576,Nations in Arms: Valmy to Waterloo,(2012),2,7,2–4,"[3000, 3000]",––,4.08,[François-Stanislas Thomas],"[Mark Mahaffey, Keith Rocco]",[Compass Games],"[Napoleonic, Wargame]",[Hex-and-Counter]
6577,Connections,(2012),1,4,none,"[20, 20]",8,1.71,[Reiner Knizia],[Anja Nolte],[Ravensburger Spieleverlag GmbH],"[Abstract Strategy, Puzzle]",[Tile Placement]
6578,Dust Tactics,(2014),2,4,none,"[30, 30]",––,3.00,"[Andrew Haught, Phil Yates, Olivier Zamfirescu]",[],[Battlefront Miniatures Ltd],"[Book, Miniatures, Science Fiction, World War II]","[Action Point Allowance System, Dice Rolling, Modular Board]"
6579,Alchemidus,(2015),1,127,8,"[30, 30]",10,1.00,[Shimpei Sato],[],[conception],[],[]
6580,Dork Tower,(2003),2,6,4,"[60, 60]",12,1.88,"[Steve Jackson (I), Philip Reed]",[John Kovalic],[Steve Jackson Games],"[Card Game, Dice, Fantasy, Fighting, Humor]","[Card Drafting, Dice Rolling, Point to Point Movement, Variable Player Powers]"
6581,Restaurant Row,(2009),2,4,4,"[60, 60]",12,2.20,[Greg Lam],[Scott Starkey],[Pair-of-Dice Games],[Economic],"[Auction/Bidding, Simultaneous Action Selection]"
6582,Landslide,(1971),2,4,none,"[90, 90]",9,1.43,[(Uncredited)],[(Uncredited)],[Parker Brothers],[Political],"[Auction/Bidding, Roll / Spin and Move]"
6583,Micro Monsters,(2012),2,4,4,"[30, 30]",6,1.00,"[Marco Maggi, Francesco Nepitello]","[Fabio Maiorana, Francesco Mattioli]","[Ares Games, Bard Centrum Gier, Red Glove]","[Action / Dexterity, Children's Game, Fighting]","[Dice Rolling, Variable Player Powers]"
6584,Dorada,(1988),2,4,none,"[30, 30]",12,1.00,[Rudi Hoffmann],[Heiner Buck],[Ravensburger Spieleverlag GmbH],"[Abstract Strategy, Children's Game]",[Roll / Spin and Move]
6585,Days of Battle: Golan Heights,(2013),2,2,2,"[120, 120]",13,2.67,[Frank Chadwick],"[Tim Allen, Alan Emrich, Barry Pike, III]",[Victory Point Games],"[Modern Warfare, Wargame]","[Grid Movement, Hex-and-Counter, Simulation]"
6586,Solomons Campaign (first edition),(1973),2,2,2,"[180, 180]",12,3.83,[Jim Dunnigan],[Redmond A. Simonsen],"[SPI (Simulations Publications, Inc.)]","[Wargame, World War II]","[Area Movement, Dice Rolling, Simulation, Simultaneous Action Selection]"
6587,LED: Lógica – Estrategia – Deducción,(2013),2,4,3,"[45, 45]",10,2.00,[Luis Fernando Marcantoni],[Celeste Barone],[Bisonte],"[Abstract Strategy, Bluffing]","[Hand Management, Tile Placement]"
6588,7-Card Slugfest,(2013),3,8,6–8,"[30, 30]",––,1.50,"[D. Brad Talton, Jr.]",[Fábio Fontes],[Level 99 Games],"[Card Game, Fighting, Party Game, Real-time]","[Take That, Variable Player Powers]"
6589,Across the Pacific,(2010),2,2,2,"[Time:, Time:]",12,3.11,[Michael Myers],[],"[Kokusai-Tsushin Co., Ltd. (国際通信社), Pacific Rim Publishing]","[Wargame, World War II]","[Hex-and-Counter, Simulation]"
6590,O'Connor's Offensive,(1985),2,2,none,"[180, 180]",12,3.10,[Vance von Borries],[Rodger B. MacGowan],[3W (World Wide Wargames)],"[Wargame, World War II]",[Hex-and-Counter]
6591,Unspeakable Words (Deluxe Edition),(2015),2,8,none,"[30, 30]",10,1.00,"[James Ernest, Mike Selinker]",[John Kovalic],[Playroom Entertainment],"[Card Game, Horror, Word Game]",[]
6592,Vive l'Empereur,(2003),2,2,none,"[120, 120]",12,2.60,[Giovanni Crippa],[],[GIOGAMES],"[Napoleonic, Wargame]","[Hex-and-Counter, Simulation]"
6593,Attangle,(2006),2,2,2,"[45, 45]",8,3.00,[Dieter Stein],"[Jorge Arroyo, Néstor Romeral Andrés, Dieter Stein]","[(Web published), Bambus Spieleverlag, nestorgames, RamalamaS]",[Abstract Strategy],[]
6594,Raid & Trade,(2015),3,5,4–5,"[90, 90]",12,2.83,"[Charalampos Tsakiris, Malte Kühle]","[Michael Andresakis, Anthony Cournoyer]","[Czacha Games, Edge Entertainment, MAGE Company, Ninja Division, Redbox, Spiele-Offensive.de]","[Exploration, Miniatures, Negotiation, Science Fiction]","[Action Point Allowance System, Area Movement, Dice Rolling, Hand Management, Trading, Variable Player Powers]"
6595,Rancho,(2012),2,6,6,"[45, 45]",7,1.55,[Michał Stajszczak],[Piotr Socha],"[Granna, Red Glove]","[Animals, Children's Game, Dice, Farming]","[Area Enclosure, Dice Rolling, Set Collection, Tile Placement]"
6596,Great War at Sea: Pacific Crossroads,(2010),2,2,2,"[30, 30]",––,2.50,[Michael Bennighof],[],[Avalanche Press Ltd.],"[Nautical, Wargame, World War I]",[Hex-and-Counter]
6597,Le Vol de l'Aigle,(2005),3,10,11+,"[600, 600]",12,2.60,[Didier Rouy],[],[Pratzen Editions],"[Napoleonic, Wargame]","[Paper-and-Pencil, Secret Unit Deployment, Simulation, Simultaneous Action Selection]"
6598,Harzbahn 1873,(2011),2,5,none,"[300, 300]",––,4.20,[Klaus Kiermeier],[],"[(Self-Published), (Web published), All-Aboard Games]","[Economic, Industry / Manufacturing, Trains, Transportation]","[Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement]"
6599,March Madness,(1991),2,64,31,"[45, 45]",10,2.29,"[Steve Thompson, Bob Toole, Richard Winter]",[Charles Kibler],[Avalon Hill],[Sports],[Line Drawing]
6600,In Security,(2014),3,6,6,"[20, 20]",8,1.14,[Koen Hendrix],[Koen Hendrix],"[(Web published), Most Mondays games]","[Dice, Print & Play]",[Dice Rolling]
6601,MedWar Sicily,(2009),1,4,2,"[120, 120]",10,2.28,[Richard H. Berg],[Sean Cooke],[Worthington Games],"[Wargame, World War II]","[Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter, Simulation]"
6602,Get Nuts,(2011),3,6,3–4,"[30, 45]",8,1.67,"[David Ausloos, Tom Luyckx]",[David Ausloos],"[Runadrake, White Goblin Games]","[Animals, Card Game, Humor]","[Action Point Allowance System, Hand Management]"
6603,My First Bohnanza,(2015),3,5,5,"[30, 30]",4,1.29,"[Heike Kiefer, Uwe Rosenberg, Hayo Siemsen]",[Björn Pertoft],"[AMIGO Spiel + Freizeit GmbH, Rio Grande Games]","[Card Game, Children's Game, Farming]","[Hand Management, Trading]"
6604,Champions of the Galaxy,(1986),1,4,1,"[30, 30]",10,2.27,[Tom Filsinger],"[Darryl Banks, Brian Michael Bendis, Chuck Carter, Hannibal King, Werner Mueck, Scott Rosema, Larry Snelly, Jeremy Su]",[Filsinger Games],"[Card Game, Fighting]",[Dice Rolling]
6605,Lose Your Shirt,(1976),3,6,6,"[90, 90]",9,1.43,[(Uncredited)],[(Uncredited)],"[Murfett Australia, Waddington's Games, Inc.]","[Bluffing, Card Game, Racing, Sports]",[Betting/Wagering]
6606,The Hobbit: An Unexpected Journey Strategy Battle Game,(2012),2,2,none,"[30, 30]",12,3.33,[],[],[Games Workshop Ltd.],"[Fantasy, Fighting, Miniatures, Movies / TV / Radio theme, Novel-based, Wargame]","[Dice Rolling, Variable Player Powers]"
6607,Vampire Queen,(2016),3,12,none,"[30, 30]",8,1.50,[Wolfgang Kramer],"[Irene Bressel, Eckhard Freytag]",[Schmidt Spiele],[Card Game],[]
6608,La Grande Armée,(1972),1,2,none,"[150, 150]",12,2.94,[John Young],[Redmond A. Simonsen],"[SPI (Simulations Publications, Inc.)]","[Napoleonic, Wargame]",[Hex-and-Counter]
6609,The Quiet,Year,2,4,4,"[180, 180]",––,1.50,[Avery Alder],[Ariel Norris],[Buried Without Ceremony],"[Card Game, Print & Play]","[Card Drafting, Storytelling]"
6610,Archaeology,(2007),2,4,none,"[20, 20]",10,1.08,[Phil Walker-Harding],[Phil Walker-Harding],[Adventureland Games],"[Ancient, Mythology]","[Card Drafting, Set Collection]"
6611,Dungeons & Dragons Computer Labyrinth Game,(1980),1,2,1,"[20, 20]",8,1.74,[(Uncredited)],[],[Mattel Electronics],"[Adventure, Electronic, Exploration, Fantasy, Memory]","[Memory, Role Playing]"
6612,Theomachy: The Ancients,(2016),2,4,none,"[Time:, Time:]",10,2.00,"[Tomasz Bylina, Adam Kwapiński, Sandy Petersen, Jakub Wasilewski]","[Piotr Foksowicz, Iga W. Grygiel, Małgorzata Śliwka, Beata Urinaż, Justyna Urniaż-Badowska]","[Fabryka Gier Historycznych, Petersen Games]","[Ancient, Bluffing, Card Game, Mythology]","[Auction/Bidding, Card Drafting, Deck / Pool Building]"
6613,SWAT!,(1998),2,7,5,"[30, 30]",7,1.15,[Reiner Knizia],"[Charlie Bink, Maureen Wingrove]",[Eagle-Gryphon Games],"[Animals, Card Game, Real-time]","[Memory, Set Collection]"
6614,Lumis: Der Pfad des Feuers,(2015),2,4,4,"[30, 30]",10,2.00,[Stephen Glenn],[],[KOSMOS],"[Abstract Strategy, Card Game]","[Hand Management, Route/Network Building]"
6615,Yu-Gi-Oh! Trading Card Game,(1996),2,2,2,"[20, 20]",8,2.24,"[Big Bocca, Kazuki Takahashi]",[Kazuki Takahashi],"[Konami Digital Entertainment B.V., Upper Deck Entertainment]","[Card Game, Collectible Components, Fantasy, Fighting, Movies / TV / Radio theme]","[Hand Management, Set Collection, Variable Player Powers]"
6616,Commissioner Victor: The lost painting case,(2016),2,4,2,"[15, 30]",10,1.50,[Krzysztof Matusik],[Krzysztof Matusik],[Tailor Games],[Deduction],"[Pattern Building, Tile Placement]"
6617,Zip-It,(2010),2,2,2,"[15, 15]",7,1.33,[],[],[Bananagrams],"[Real-time, Word Game]",[Dice Rolling]
6618,18TN,(2006),3,5,none,"[180, 180]",14,3.80,[Mark Derrick],[],"[Deep Thought Games, LLC]","[Economic, Trains, Transportation]","[Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement]"
6619,Port Royal,(2000),3,4,none,"[60, 60]",10,2.38,[Wolfgang Panning],[Franz Vohwinkel],[Queen Games],[Card Game],[Trick-taking]
6620,Conflict of Alliances: Warring States,(2011),2,2,2,"[60, 60]",10,2.50,[Sun Wei],[],[Zongheng Board Game],"[Ancient, Wargame]","[Area-Impulse, Campaign / Battle Card Driven, Simulation]"
6621,Mole Hill,(1997),2,2,2,"[15, 15]",8,1.73,[Reiner Knizia],[Néstor Romeral Andrés],"[Användbart Litet Företag, Blatz, nestorgames]",[Abstract Strategy],"[Area Enclosure, Variable Player Powers]"
6622,Suleiman the Magnificent,(2004),2,2,2,"[120, 120]",––,2.79,[Richard H. Berg],[Craig Grando],"[Against the Odds, LPS, Inc.]","[Renaissance, Wargame]","[Dice Rolling, Hex-and-Counter, Simulation]"
6623,Illegal,(2014),5,9,7,"[25, 25]",18,1.20,[Christophe Boelinger],[David Hueso],"[Conclave Editora, Ludically]",[Party Game],"[Acting, Trading, Voting]"
6624,Bee Alert,(2012),2,5,3–4,"[15, 15]",4,1.20,[Reiner Knizia],"[Alvin Madden, Michael Menzel]","[AMIGO Spiel + Freizeit GmbH, Asmodee, G3, Kaissa Chess & Games, Mercurio, SimplyFun, Swan Panasia Co., Ltd.]","[Animals, Children's Game, Memory]",[Memory]
6625,Numeri,(1998),2,4,4,"[30, 30]",7,1.13,[Rudi Hoffmann],"[Anke Pohl, Thilo Rick]","[Klee, Schmidt Spiele]","[Dice, Math, Racing]","[Dice Rolling, Roll / Spin and Move]"
6626,Ucho Króla,(2014),2,6,4,"[30, 45]",10,2.25,[Konrad Perzyna],[Sylwia Smerdel],"[G3, ST Games]","[Card Game, Party Game, Renaissance]","[Campaign / Battle Card Driven, Card Drafting]"
6627,Risk: The Dalek Invasion of Earth,(2014),2,5,none,"[Time:, Time:]",10,2.31,[],[],"[Hasbro, USAopoly]","[Movies / TV / Radio theme, Science Fiction]","[Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling]"
6628,Ghostel,(2017),2,4,4,"[45, 60]",12,2.00,[Bevan Clatworthy],[Tyler Johnson],[Tinkerbot Games],[Dice],"[Dice Rolling, Worker Placement]"
6629,Miss Poutine,(2009),4,8,6,"[15, 15]",8,1.17,[Olivier Lamontagne],"[Jochen Eeuwyk, Le Mille-Pattes]","[Heidelberger Spieleverlag, Le Scorpion Masqué]","[Card Game, Real-time]",[Set Collection]
6630,Ascari,(2012),2,2,none,"[60, 60]",10,1.83,[Marco Campari],[Enrico Acerbi],[Acies],"[Post-Napoleonic, Wargame]",[Hex-and-Counter]
6631,Guess the Mess!,(2014),3,8,none,"[35, 35]",10,1.00,[Jack Degnan],[Stivo],"[Cocktail Games, In ludo veritas, R&R Games]","[Card Game, Party Game, Real-time]",[]
6632,Romance of the Nine Empires,(2013),2,5,2,"[45, 45]",12,3.00,[Mark Wootton],[],"[Alderac Entertainment Group (AEG), Zombie Orpheus Entertainment]","[Card Game, Fantasy, Fighting, Movies / TV / Radio theme]","[Deck / Pool Building, Hand Management]"
6633,Conspiracy!,(2016),2,4,4,"[30, 45]",13,2.00,"[Nick Sauer, Diane Sauer]","[Jack Parra, Jennifer Williams]",[Shoot Again Games],"[Card Game, Science Fiction]","[Hand Management, Set Collection]"
6634,Devil's Run: Route,666,2,6,none,"[30, 30]",12,3.00,[Mark Rapson],[Dominik Kasprzycki],[Word Forge Games],"[Dice, Fighting, Miniatures, Racing, Transportation, Travel]","[Dice Rolling, Grid Movement]"
6635,Napoleon at the Berezina,(2003),1,2,1,"[300, 300]",12,3.20,[Robert G. Markham],[Craig Grando],"[Against the Odds, LPS, Inc.]","[Napoleonic, Wargame]",[Hex-and-Counter]
6636,Warsaw Rising Up 1945-1980,(2016),2,5,4,"[60, 120]",10,2.00,"[Piotr Grzymisławski, Łukasz Szopka]",[],[Fabryka Gier Historycznych],"[City Building, Educational]","[Card Drafting, Tile Placement, Worker Placement]"
6637,Quest for the DragonLords (Second Edition),(2006),2,4,4,"[120, 120]",12,3.11,[Robert Johannessen],[],"[Dragonlords, Inc., Fantasy Shop, Hexagonal, Kaissa Chess & Games, Mad Man's Magic]","[Adventure, Dice, Exploration, Fantasy, Fighting, Miniatures, Wargame]","[Area Movement, Dice Rolling, Role Playing, Storytelling]"
6638,South Mountain,(1984),2,2,2,"[360, 360]",12,3.07,"[Richard H. Berg, Jon Southard]",[],[West End Games],"[American Civil War, Wargame]","[Hex-and-Counter, Simulation]"
6639,Haithabu,(2015),2,4,none,"[120, 120]",12,3.40,"[Wolfgang Heidenheim, Andreas Molter]",[Harald Lieske],[Spielworxx],[Economic],"[Pick-up and Deliver, Trading, Worker Placement]"
6640,Shadows of Brimstone: Forbidden Fortress,(2018),1,4,none,"[120, 120]",12,0.00,[Jason C. Hill],"[Gaël Goumon, Jack Scott Hill, Ralph Horsley, Tomasz Jedruszek, Brian Snoddy, Ben Wootten]",[Flying Frog Productions],"[Adventure, Exploration, Fighting, Horror]","[Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers]"
6641,Decision in France,(1994),2,3,2,"[360, 360]",12,3.00,"[Mark Simonitch, Joe Youst]",[],"[Excalibre Games, Inc., Kokusai-Tsushin Co., Ltd. (国際通信社), Rhino Studios]","[Wargame, World War II]",[Hex-and-Counter]
6642,Stockmarket,(1987),2,6,5–6+,"[90, 90]",12,2.50,[(Uncredited)],[],[Jordans Games],[Economic],"[Commodity Speculation, Stock Holding]"
6643,Destroyer Captain,(1979),2,6,none,"[90, 90]",12,2.86,[Jack Greene],[Bill Haggart],"[Kokusai-Tsushin Co., Ltd. (国際通信社), Quarterdeck Games]","[Nautical, Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Simulation]"
6644,What the Food?!,(2013),3,8,none,"[30, 30]",8,1.60,[Peter Vaughan],"[Jean-Sebastien Duclos, Janelle Tibbetts-Vaughan, Peter Vaughan]",[Squirmy Beast],"[Card Game, Fighting, Humor]","[Action / Movement Programming, Hand Management, Simultaneous Action Selection, Variable Player Powers]"
6645,Qwixx: Das Duell,(2016),2,2,2,"[15, 15]",12,1.00,[Steffen Benndorf],[],"[Nürnberger-Spielkarten-Verlag, White Goblin Games]",[Dice],[Dice Rolling]
6646,Drive to the Baltic!,(2000),1,2,none,"[180, 180]",12,3.08,"[Dirk Blennemann, Perry Moore]","[Perry Moore, Joe Youst]","[Kokusai-Tsushin Co., Ltd. (国際通信社), Moments in History]","[Wargame, World War II]","[Chit-Pull System, Hex-and-Counter]"
6647,Too Many Bones,(2017),1,4,none,"[60, 120]",12,3.50,"[Adam Carlson, Josh J. Carlson]",[],[Chip Theory Games],"[Adventure, Dice, Fantasy, Wargame]","[Co-operative Play, Deck / Pool Building, Dice Rolling, Hand Management, Role Playing]"
6648,Skippity,(2010),2,4,2,"[30, 30]",5,2.20,[Susan McKinley Ross],[],"[GoKids 玩樂小子, MindWare]","[Abstract Strategy, Children's Game]","[Point to Point Movement, Set Collection]"
6649,Robots on the Line,(2015),2,4,2–4,"[45, 45]",10,2.10,[Phil Hunter],[Phil Hunter],[(Self-Published)],[Industry / Manufacturing],"[Pattern Building, Set Collection, Trading]"
6650,Ahoy,(2005),2,5,3,"[30, 30]",5,1.11,[Corné van Moorsel],[Marten Scheeren],[Cwali],"[Animals, Children's Game, Memory, Nautical, Racing]",[Memory]
6651,Days of Decision II,(1994),2,7,7,"[300, 300]",14,3.57,[Harry Rowland],[Rodger B. MacGowan],[Australian Design Group],"[Political, Wargame]",[Area-Impulse]
6652,Thinking Man's Golf,(1966),1,4,none,"[45, 45]",––,1.75,[Frederick A. Herschler],[],[3M],[Sports],[]
6653,A Call to Arms: Star Fleet,(2011),2,2,none,"[Time:, Time:]",––,3.33,[Matthew Sprange],"[William J. Chapman, James Gammell, Hugh Paton, Tony L. Thomas]","[Amarillo Design Bureau, Inc., Mongoose Publishing]","[Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame]","[Dice Rolling, Simulation]"
6654,Power,(1981),2,4,4,"[30, 30]",10,2.65,[Monte B. Young],[],"[Power Games International, Spear's Games]","[Abstract Strategy, Modern Warfare]",[Simultaneous Action Selection]
6655,Hurtgen: Hell's Forest,(2012),2,2,2,"[Time:, Time:]",––,4.64,[Joe Youst],[Joe Youst],[Decision Games (I)],"[Wargame, World War II]",[Hex-and-Counter]
6656,WarGods of Ægyptus,(2002),2,2,none,"[Time:, Time:]",12,3.20,[Chris FitzPatrick],[],[Crocodile Games],[Miniatures],[Dice Rolling]
6657,Red Dragon / Green Crescent,(2012),1,2,2,"[180, 180]",14,2.25,[Bruce Costello],"[Eric R. Harvey, Tom Willcockson, Joe Youst]",[Decision Games (I)],"[Modern Warfare, Wargame]","[Area Movement, Dice Rolling]"
6658,Illuminati: Crime Lords,(2004),2,6,6,"[60, 60]",12,2.61,[Steve Jackson (I)],[Dan Smith],[Steve Jackson Games],"[Card Game, Humor, Mafia, Negotiation, Political]","[Auction/Bidding, Card Drafting, Dice Rolling, Set Collection, Variable Player Powers]"
6659,Second World War at Sea: Arctic Convoy,(2008),2,2,2,"[30, 30]",12,3.08,[Michael Bennighof],"[Beth Donahue, Susan Robinson]",[Avalanche Press Ltd.],"[Nautical, Wargame, World War II]","[Dice Rolling, Simulation]"
6660,Monstertorte,(1996),2,4,none,"[15, 15]",5,1.00,"[Stefanie Rohner, Christian Wolf]","[Jutta Neundorfer, Felix Scheinberger]",[HABA - Habermaaß GmbH],"[Action / Dexterity, Children's Game]",[Set Collection]
6661,Vroeger of Later,(2006),2,8,3,"[30, 30]",12,2.00,[Urs Hostettler],[],"[Fata Morgana Spiele, Jumbo]","[Bluffing, Trivia]",[Card Drafting]
6662,Animals Frightening Night!,(2013),4,10,11+,"[5, 20]",8,1.67,[Jason Lin],"[Jason Lin, Shin Lin]","[(Self-Published), (Web published), MO ZI Game, One Moment Games]","[Animals, Bluffing, Card Game, Negotiation, Party Game]","[Acting, Partnerships, Press Your Luck, Simultaneous Action Selection, Variable Player Powers]"
6663,Niki Lauda's Formel 1,(1980),2,6,none,"[90, 90]",10,1.60,[Wolfgang Kramer],[],"[Alga, ASS Altenburger Spielkarten, Hasbro, Mayfair Games]","[Racing, Sports]","[Auction/Bidding, Card Drafting]"
6664,Monkey Lab,(2009),2,4,4,"[30, 30]",12,1.85,[Dan Manfredini],[Llyn Hunter],[Alderac Entertainment Group (AEG)],[Animals],"[Action Point Allowance System, Modular Board, Pick-up and Deliver]"
6665,Mare Mediterraneum,(1989),2,6,4–5,"[240, 240]",12,3.00,[Jean du Poël],[Jean du Poël],[Historien Spiele Galerie (Historien Spielegalerie)],"[Civilization, Nautical]",[Dice Rolling]
6666,Monkey Dash,(2009),2,2,2,"[15, 15]",8,2.27,[Rob Fisher],[Rob Fisher],[Rob Fisher],"[Abstract Strategy, Animals, Humor, Puzzle]","[Action Point Allowance System, Pick-up and Deliver, Point to Point Movement, Variable Player Powers]"
6667,Solarquest,(1986),2,6,4–6,"[60, 60]",8,1.79,[Valen Brost],[],"[Golden, Universal Games]","[Economic, Science Fiction]","[Set Collection, Trading]"
6668,Arbos Apfel,(2013),1,6,none,"[30, 30]",6,1.00,"[Martin Arnold, Armin Müller]",[Martin Arnold],[M + A Spiele],"[Action / Dexterity, Children's Game, Party Game]",[]
6669,Deluxe Camping,(2006),2,4,2,"[30, 30]",7,1.94,[Vincent Everaert],[Stéphane Poinsot],[Asmodee],"[Humor, Territory Building]",[]
6670,Carla Cat,(1955),2,8,5–7,"[15, 20]",5,1.02,[(Uncredited)],"[(Uncredited), Susanne Kummer]","[ABC Nürnberg, Adolph Holst A/S, Alortujou, C. G. Vogel, Carlit, Chelona, E.S. Lowe, Egmont Polska, Franz Schmidt, Funtastic, Galt Toys, Gardner Games, Gigamic, Global Partner, HABA - Habermaaß GmbH, Habourdin International, HEMA, HUCH! & friends, Ideal, Innovakids GmbH, J & L Randall, Ltd., Jumbo, Kärnan, Klee, Mattel, Noris Spiele, Papita, Parlor Games, Inc., ParlorGamez, Peter Pan Playthings, Ravensburger Spieleverlag GmbH, Rocket Toys and Games, Schmidt Spiele, Simba Toys, Spear's Games, Talicor, Technoplast, Waddington's Games, Inc.]","[Action / Dexterity, Animals, Bluffing, Children's Game, Party Game]","[Dice Rolling, Pattern Recognition]"
6671,Strike Them a Blow,(2006),2,4,none,"[600, 600]",12,3.44,"[Dean Essig, Bob Munns]","[Nicolás Eskubi, Dean Essig]",[Multi-Man Publishing],"[American Civil War, Dice, Wargame]","[Dice Rolling, Hex-and-Counter, Simulation]"
6672,Dresden 20,(2009),2,2,none,"[90, 90]",12,1.82,[Lance McMillan],[Christopher Magoun],"[Les Jeux du Griffon, Victory Point Games]","[Napoleonic, Wargame]",[Hex-and-Counter]
6673,Nobody is Perfect 2,(1995),3,10,5–7,"[60, 60]",14,1.83,[Bertram Kaes],[],[Ravensburger Spieleverlag GmbH],"[Bluffing, Educational, Humor, Party Game, Trivia, Word Game]",[]
